Pixel FlatCorrection LaserCorrection TotalCorrection
993 1.0129 1.0250 1.0382
994 1.0127 1.0250 1.0380
995 1.0139 1.0257 1.0400
996 1.0151 1.0263 1.0418
997 1.0163 1.0268 1.0435
998 1.0150 1.0263 1.0417
999 1.0164 1.0268 1.0436
1000 1.0165 1.0268 1.0437
1001 1.0154 1.0263 1.0421
1002 1.0152 1.0263 1.0419
1003 1.0167 1.0268 1.0439
1004 1.0137 1.0257 1.0398
1005 1.0125 1.0250 1.0378
1006 1.0138 1.0257 1.0399
1007 1.0126 1.0250 1.0379
1008 1.0083 1.0219 1.0304
1009 1.0082 1.0219 1.0303
1010 1.0093 1.0227 1.0322
1011 1.0092 1.0227 1.0321
1012 1.0103 1.0235 1.0340
1013 1.0114 1.0243 1.0360
1014 1.0103 1.0235 1.0340
1015 1.0114 1.0243 1.0360
1016 1.0096 1.0227 1.0325
1017 1.0094 1.0227 1.0323
1018 1.0086 1.0219 1.0307
1019 1.0084 1.0219 1.0305
1020 1.0117 1.0243 1.0363
1021 1.0106 1.0235 1.0343
1022 1.0115 1.0243 1.0361
1023 1.0104 1.0235 1.0341
1024 1.0172 0.9459 0.9622
1025 1.0169 0.9459 0.9619
1026 1.0159 0.9487 0.9638
1027 1.0156 0.9487 0.9635
1028 1.0162 0.9487 0.9641
1029 1.0166 0.9487 0.9644
1030 1.0179 0.9459 0.9628
1031 1.0175 0.9459 0.9625
1032 1.0143 0.9514 0.9650
1033 1.0131 0.9541 0.9666
1034 1.0134 0.9541 0.9669
1035 1.0146 0.9514 0.9653
1036 1.0137 0.9541 0.9672
1037 1.0141 0.9541 0.9676
1038 1.0154 0.9514 0.9661
1039 1.0149 0.9514 0.9656
1040 1.0115 0.9593 0.9703
1041 1.0126 0.9567 0.9688
1042 1.0130 0.9567 0.9691
1043 1.0119 0.9593 0.9707
1044 1.0120 0.9567 0.9682
1045 1.0111 0.9593 0.9699
1046 1.0109 0.9593 0.9698
1047 1.0122 0.9567 0.9684
1048 1.0095 0.9643 0.9735
1049 1.0099 0.9643 0.9738
1050 1.0108 0.9618 0.9722
1051 1.0104 0.9618 0.9718
1052 1.0088 0.9643 0.9728
1053 1.0098 0.9618 0.9712
1054 1.0091 0.9643 0.9731
1055 1.0101 0.9618 0.9715
1056 1.0141 0.9514 0.9648
1057 1.0129 0.9541 0.9664
1058 1.0127 0.9541 0.9662
1059 1.0139 0.9514 0.9646
1060 1.0151 0.9487 0.9630
1061 1.0163 0.9459 0.9613
1062 1.0150 0.9487 0.9629
1063 1.0164 0.9459 0.9614
1064 1.0165 0.9459 0.9615
1065 1.0154 0.9487 0.9633
1066 1.0152 0.9487 0.9631
1067 1.0167 0.9459 0.9617
1068 1.0137 0.9514 0.9644
1069 1.0125 0.9541 0.9660
1070 1.0138 0.9514 0.9645
1071 1.0126 0.9541 0.9661
1072 1.0083 0.9643 0.9723
1073 1.0082 0.9643 0.9722
1074 1.0093 0.9618 0.9707
1075 1.0092 0.9618 0.9706
1076 1.0103 0.9593 0.9692
1077 1.0114 0.9567 0.9676
1078 1.0103 0.9593 0.9692
1079 1.0114 0.9567 0.9676
1080 1.0096 0.9618 0.9710
1081 1.0094 0.9618 0.9708
1082 1.0086 0.9643 0.9726
1083 1.0084 0.9643 0.9724
1084 1.0117 0.9567 0.9679
1085 1.0106 0.9593 0.9695
1086 1.0115 0.9567 0.9677
1087 1.0104 0.9593 0.9693
1088 1.0024 0.9832 0.9856
1089 1.0026 0.9832 0.9858
1090 1.0029 0.9811 0.9839
1091 1.0031 0.9811 0.9841
1092 1.0028 0.9811 0.9838
1093 1.0027 0.9811 0.9837
1094 1.0022 0.9832 0.9854
1095 1.0023 0.9832 0.9855
1096 1.0037 0.9789 0.9825
1097 1.0043 0.9767 0.9809
1098 1.0041 0.9767 0.9807
1099 1.0035 0.9789 0.9823
1100 1.0040 0.9767 0.9806
1101 1.0040 0.9767 0.9806
1102 1.0033 0.9789 0.9821
1103 1.0034 0.9789 0.9822
1104 1.0055 0.9721 0.9774
1105 1.0047 0.9744 0.9790
1106 1.0047 0.9744 0.9790
1107 1.0054 0.9721 0.9773
1108 1.0050 0.9744 0.9793
1109 1.0056 0.9721 0.9775
1110 1.0058 0.9721 0.9777
1111 1.0048 0.9744 0.9791
1112 1.0071 0.9674 0.9743
1113 1.0071 0.9674 0.9743
1114 1.0062 0.9698 0.9758
1115 1.0063 0.9698 0.9759
1116 1.0074 0.9674 0.9746
1117 1.0066 0.9698 0.9762
1118 1.0072 0.9674 0.9744
1119 1.0064 0.9698 0.9760
1120 1.0039 0.9789 0.9827
1121 1.0046 0.9767 0.9812
1122 1.0048 0.9767 0.9814
1123 1.0042 0.9789 0.9830
1124 1.0040 0.9811 0.9850
1125 1.0038 0.9832 0.9869
1126 1.0044 0.9811 0.9854
1127 1.0034 0.9832 0.9865
1128 1.0031 0.9832 0.9862
1129 1.0033 0.9811 0.9843
1130 1.0036 0.9811 0.9846
1131 1.0028 0.9832 0.9860
1132 1.0049 0.9789 0.9837
1133 1.0056 0.9767 0.9822
1134 1.0045 0.9789 0.9833
1135 1.0052 0.9767 0.9818
1136 1.0083 0.9674 0.9754
1137 1.0087 0.9674 0.9758
1138 1.0074 0.9698 0.9770
1139 1.0078 0.9698 0.9774
1140 1.0066 0.9721 0.9785
1141 1.0059 0.9744 0.9801
1142 1.0070 0.9721 0.9789
1143 1.0063 0.9744 0.9805
1144 1.0068 0.9698 0.9764
1145 1.0071 0.9698 0.9767
1146 1.0077 0.9674 0.9748
1147 1.0079 0.9674 0.9750
1148 1.0052 0.9744 0.9795
1149 1.0060 0.9721 0.9779
1150 1.0055 0.9744 0.9798
1151 1.0063 0.9721 0.9782
1152 1.0025 0.9858 0.9883
1153 1.0022 0.9858 0.9880
1154 1.0021 0.9878 0.9899
1155 1.0018 0.9878 0.9896
1156 1.0025 0.9878 0.9903
1157 1.0029 0.9878 0.9907
1158 1.0032 0.9858 0.9890
1159 1.0029 0.9858 0.9887
1160 1.0015 0.9898 0.9913
1161 1.0012 0.9917 0.9929
1162 1.0015 0.9917 0.9932
1163 1.0018 0.9898 0.9916
1164 1.0018 0.9917 0.9935
1165 1.0022 0.9917 0.9939
1166 1.0025 0.9898 0.9923
1167 1.0021 0.9898 0.9919
1168 1.0014 0.9954 0.9968
1169 1.0016 0.9936 0.9952
1170 1.0020 0.9936 0.9956
1171 1.0018 0.9954 0.9972
1172 1.0010 0.9936 0.9946
1173 1.0011 0.9954 0.9965
1174 1.0008 0.9954 0.9962
1175 1.0013 0.9936 0.9949
1176 1.0012 0.9989 1.0001
1177 1.0016 0.9989 1.0005
1178 1.0017 0.9972 0.9989
1179 1.0013 0.9972 0.9985
1180 1.0006 0.9989 0.9995
1181 1.0007 0.9972 0.9979
1182 1.0009 0.9989 0.9998
1183 1.0010 0.9972 0.9982
1184 1.0013 0.9898 0.9911
1185 1.0010 0.9917 0.9927
1186 1.0008 0.9917 0.9925
1187 1.0011 0.9898 0.9909
1188 1.0013 0.9878 0.9891
1189 1.0016 0.9858 0.9874
1190 1.0012 0.9878 0.9890
1191 1.0017 0.9858 0.9875
1192 1.0018 0.9858 0.9876
1193 1.0016 0.9878 0.9894
1194 1.0014 0.9878 0.9892
1195 1.0020 0.9858 0.9878
1196 1.0009 0.9898 0.9907
1197 1.0006 0.9917 0.9923
1198 1.0010 0.9898 0.9908
1199 1.0007 0.9917 0.9924
1200 1.0001 0.9989 0.9990
1201 1.0000 0.9989 0.9989
1202 1.0001 0.9972 0.9973
1203 1.0001 0.9972 0.9973
1204 1.0003 0.9954 0.9957
1205 1.0004 0.9936 0.9940
1206 1.0002 0.9954 0.9956
1207 1.0004 0.9936 0.9940
1208 1.0004 0.9972 0.9976
1209 1.0003 0.9972 0.9975
1210 1.0004 0.9989 0.9993
1211 1.0002 0.9989 0.9991
1212 1.0007 0.9936 0.9943
1213 1.0006 0.9954 0.9960
1214 1.0006 0.9936 0.9942
1215 1.0004 0.9954 0.9958
1216 1.0018 1.0115 1.0133
1217 1.0020 1.0115 1.0135
1218 1.0014 1.0101 1.0115
1219 1.0016 1.0101 1.0117
1220 1.0013 1.0101 1.0114
1221 1.0012 1.0101 1.0113
1222 1.0016 1.0115 1.0131
1223 1.0017 1.0115 1.0132
1224 1.0013 1.0087 1.0100
1225 1.0010 1.0073 1.0083
1226 1.0008 1.0073 1.0081
1227 1.0011 1.0087 1.0098
1228 1.0007 1.0073 1.0080
1229 1.0006 1.0073 1.0079
1230 1.0009 1.0087 1.0096
1231 1.0010 1.0087 1.0097
1232 1.0003 1.0043 1.0046
1233 1.0004 1.0058 1.0062
1234 1.0004 1.0058 1.0062
1235 1.0002 1.0043 1.0045
1236 1.0007 1.0058 1.0065
1237 1.0004 1.0043 1.0047
1238 1.0006 1.0043 1.0049
1239 1.0006 1.0058 1.0064
1240 1.0001 1.0011 1.0012
1241 1.0000 1.0011 1.0011
1242 1.0001 1.0027 1.0028
1243 1.0001 1.0027 1.0028
1244 1.0004 1.0011 1.0015
1245 1.0004 1.0027 1.0031
1246 1.0002 1.0011 1.0013
1247 1.0003 1.0027 1.0030
1248 1.0015 1.0087 1.0102
1249 1.0012 1.0073 1.0085
1250 1.0015 1.0073 1.0088
1251 1.0018 1.0087 1.0105
1252 1.0025 1.0101 1.0126
1253 1.0032 1.0115 1.0147
1254 1.0029 1.0101 1.0130
1255 1.0029 1.0115 1.0144
1256 1.0025 1.0115 1.0140
1257 1.0018 1.0101 1.0119
1258 1.0021 1.0101 1.0122
1259 1.0022 1.0115 1.0137
1260 1.0025 1.0087 1.0112
1261 1.0022 1.0073 1.0095
1262 1.0021 1.0087 1.0108
1263 1.0018 1.0073 1.0091
1264 1.0012 1.0011 1.0023
1265 1.0016 1.0011 1.0027
1266 1.0013 1.0027 1.0040
1267 1.0017 1.0027 1.0044
1268 1.0014 1.0043 1.0057
1269 1.0016 1.0058 1.0074
1270 1.0018 1.0043 1.0061
1271 1.0020 1.0058 1.0078
1272 1.0007 1.0027 1.0034
1273 1.0010 1.0027 1.0037
1274 1.0006 1.0011 1.0017
1275 1.0009 1.0011 1.0020
1276 1.0010 1.0058 1.0068
1277 1.0008 1.0043 1.0051
1278 1.0013 1.0058 1.0071
1279 1.0011 1.0043 1.0054
1280 1.0031 1.0131 1.0162
1281 1.0028 1.0131 1.0159
1282 1.0036 1.0143 1.0180
1283 1.0033 1.0143 1.0176
1284 1.0040 1.0143 1.0184
1285 1.0044 1.0143 1.0188
1286 1.0038 1.0131 1.0169
1287 1.0034 1.0131 1.0165
1288 1.0039 1.0155 1.0195
1289 1.0046 1.0167 1.0214
1290 1.0048 1.0167 1.0216
1291 1.0042 1.0155 1.0198
1292 1.0052 1.0167 1.0220
1293 1.0056 1.0167 1.0224
1294 1.0049 1.0155 1.0205
1295 1.0045 1.0155 1.0201
1296 1.0066 1.0188 1.0255
1297 1.0059 1.0178 1.0238
1298 1.0063 1.0178 1.0242
1299 1.0070 1.0188 1.0259
1300 1.0052 1.0178 1.0231
1301 1.0063 1.0188 1.0252
1302 1.0060 1.0188 1.0249
1303 1.0055 1.0178 1.0234
1304 1.0083 1.0208 1.0293
1305 1.0087 1.0208 1.0297
1306 1.0078 1.0198 1.0278
1307 1.0074 1.0198 1.0273
1308 1.0077 1.0208 1.0287
1309 1.0068 1.0198 1.0267
1310 1.0079 1.0208 1.0289
1311 1.0071 1.0198 1.0270
1312 1.0037 1.0155 1.0193
1313 1.0043 1.0167 1.0211
1314 1.0041 1.0167 1.0209
1315 1.0035 1.0155 1.0191
1316 1.0028 1.0143 1.0171
1317 1.0022 1.0131 1.0153
1318 1.0027 1.0143 1.0170
1319 1.0023 1.0131 1.0154
1320 1.0024 1.0131 1.0155
1321 1.0031 1.0143 1.0174
1322 1.0029 1.0143 1.0172
1323 1.0026 1.0131 1.0157
1324 1.0033 1.0155 1.0189
1325 1.0040 1.0167 1.0208
1326 1.0034 1.0155 1.0190
1327 1.0040 1.0167 1.0208
1328 1.0071 1.0208 1.0280
1329 1.0071 1.0208 1.0280
1330 1.0063 1.0198 1.0262
1331 1.0062 1.0198 1.0261
1332 1.0055 1.0188 1.0244
1333 1.0047 1.0178 1.0226
1334 1.0054 1.0188 1.0243
1335 1.0047 1.0178 1.0226
1336 1.0066 1.0198 1.0265
1337 1.0064 1.0198 1.0263
1338 1.0074 1.0208 1.0284
1339 1.0072 1.0208 1.0281
1340 1.0050 1.0178 1.0229
1341 1.0058 1.0188 1.0247
1342 1.0048 1.0178 1.0227
1343 1.0056 1.0188 1.0245
1344 1.0165 1.0268 1.0437
1345 1.0167 1.0268 1.0439
1346 1.0152 1.0263 1.0419
1347 1.0154 1.0263 1.0421
1348 1.0151 1.0263 1.0418
1349 1.0150 1.0263 1.0417
1350 1.0163 1.0268 1.0435
1351 1.0164 1.0268 1.0436
1352 1.0141 1.0257 1.0402
1353 1.0129 1.0250 1.0382
1354 1.0127 1.0250 1.0380
1355 1.0139 1.0257 1.0400
1356 1.0126 1.0250 1.0379
1357 1.0125 1.0250 1.0378
1358 1.0137 1.0257 1.0398
1359 1.0138 1.0257 1.0399
1360 1.0103 1.0235 1.0340
1361 1.0114 1.0243 1.0360
1362 1.0114 1.0243 1.0360
1363 1.0103 1.0235 1.0340
1364 1.0117 1.0243 1.0363
1365 1.0104 1.0235 1.0341
1366 1.0106 1.0235 1.0343
1367 1.0115 1.0243 1.0361
1368 1.0083 1.0219 1.0304
1369 1.0082 1.0219 1.0303
1370 1.0092 1.0227 1.0321
1371 1.0093 1.0227 1.0322
1372 1.0086 1.0219 1.0307
1373 1.0096 1.0227 1.0325
1374 1.0084 1.0219 1.0305
1375 1.0094 1.0227 1.0323
1376 1.0143 1.0257 1.0404
1377 1.0131 1.0250 1.0384
1378 1.0134 1.0250 1.0387
1379 1.0146 1.0257 1.0407
1380 1.0162 1.0263 1.0429
1381 1.0179 1.0268 1.0452
1382 1.0166 1.0263 1.0433
1383 1.0175 1.0268 1.0448
1384 1.0172 1.0268 1.0445
1385 1.0156 1.0263 1.0423
1386 1.0159 1.0263 1.0426
1387 1.0169 1.0268 1.0442
1388 1.0154 1.0257 1.0415
1389 1.0141 1.0250 1.0395
1390 1.0149 1.0257 1.0410
1391 1.0137 1.0250 1.0390
1392 1.0095 1.0219 1.0316
1393 1.0099 1.0219 1.0320
1394 1.0104 1.0227 1.0333
1395 1.0108 1.0227 1.0337
1396 1.0115 1.0235 1.0353
1397 1.0126 1.0243 1.0372
1398 1.0119 1.0235 1.0357
1399 1.0130 1.0243 1.0376
1400 1.0098 1.0227 1.0327
1401 1.0101 1.0227 1.0330
1402 1.0088 1.0219 1.0309
1403 1.0091 1.0219 1.0312
1404 1.0120 1.0243 1.0366
1405 1.0109 1.0235 1.0347
1406 1.0122 1.0243 1.0368
1407 1.0111 1.0235 1.0349
1408 1.0217 0.9460 0.9665
1409 1.0210 0.9460 0.9659
1410 1.0204 0.9488 0.9682
1411 1.0197 0.9487 0.9674
1412 1.0212 0.9488 0.9689
1413 1.0221 0.9488 0.9698
1414 1.0234 0.9460 0.9681
1415 1.0225 0.9460 0.9673
1416 1.0184 0.9514 0.9689
1417 1.0172 0.9541 0.9705
1418 1.0179 0.9541 0.9712
1419 1.0191 0.9515 0.9697
1420 1.0187 0.9541 0.9719
1421 1.0196 0.9541 0.9728
1422 1.0208 0.9515 0.9713
1423 1.0199 0.9515 0.9704
1424 1.0165 0.9593 0.9751
1425 1.0176 0.9568 0.9736
1426 1.0184 0.9568 0.9744
1427 1.0173 0.9593 0.9759
1428 1.0160 0.9567 0.9720
1429 1.0157 0.9593 0.9744
1430 1.0149 0.9593 0.9736
1431 1.0168 0.9567 0.9728
1432 1.0144 0.9644 0.9783
1433 1.0153 0.9644 0.9792
1434 1.0163 0.9619 0.9776
1435 1.0154 0.9619 0.9767
1436 1.0129 0.9643 0.9767
1437 1.0139 0.9618 0.9752
1438 1.0136 0.9644 0.9775
1439 1.0146 0.9618 0.9758
1440 1.0177 0.9514 0.9682
1441 1.0165 0.9541 0.9698
1442 1.0158 0.9541 0.9692
1443 1.0170 0.9514 0.9676
1444 1.0177 0.9487 0.9655
1445 1.0185 0.9460 0.9635
1446 1.0172 0.9487 0.9650
1447 1.0190 0.9460 0.9640
1448 1.0196 0.9460 0.9645
1449 1.0190 0.9487 0.9667
1450 1.0183 0.9487 0.9661
1451 1.0203 0.9460 0.9652
1452 1.0159 0.9514 0.9665
1453 1.0147 0.9541 0.9681
1454 1.0165 0.9514 0.9671
1455 1.0152 0.9541 0.9686
1456 1.0110 0.9643 0.9749
1457 1.0104 0.9643 0.9743
1458 1.0120 0.9618 0.9733
1459 1.0114 0.9618 0.9728
1460 1.0130 0.9593 0.9718
1461 1.0141 0.9567 0.9702
1462 1.0125 0.9593 0.9713
1463 1.0136 0.9567 0.9697
1464 1.0132 0.9618 0.9745
1465 1.0125 0.9618 0.9738
1466 1.0122 0.9643 0.9761
1467 1.0115 0.9643 0.9754
1468 1.0153 0.9567 0.9713
1469 1.0142 0.9593 0.9729
1470 1.0147 0.9567 0.9708
1471 1.0136 0.9593 0.9723
1472 1.0055 0.9832 0.9886
1473 1.0062 0.9832 0.9893
1474 1.0060 0.9811 0.9870
1475 1.0067 0.9811 0.9877
1476 1.0055 0.9811 0.9865
1477 1.0050 0.9811 0.9860
1478 1.0044 0.9832 0.9875
1479 1.0050 0.9832 0.9881
1480 1.0073 0.9789 0.9860
1481 1.0079 0.9767 0.9844
1482 1.0073 0.9767 0.9838
1483 1.0066 0.9789 0.9854
1484 1.0067 0.9767 0.9832
1485 1.0062 0.9767 0.9828
1486 1.0055 0.9789 0.9843
1487 1.0060 0.9789 0.9848
1488 1.0081 0.9721 0.9800
1489 1.0074 0.9744 0.9816
1490 1.0069 0.9744 0.9811
1491 1.0076 0.9721 0.9795
1492 1.0086 0.9745 0.9829
1493 1.0087 0.9721 0.9806
1494 1.0094 0.9721 0.9812
1495 1.0079 0.9745 0.9822
1496 1.0098 0.9674 0.9769
1497 1.0093 0.9674 0.9764
1498 1.0084 0.9698 0.9779
1499 1.0089 0.9698 0.9784
1500 1.0110 0.9674 0.9780
1501 1.0102 0.9698 0.9797
1502 1.0104 0.9674 0.9775
1503 1.0095 0.9698 0.9790
1504 1.0079 0.9789 0.9866
1505 1.0086 0.9767 0.9851
1506 1.0094 0.9767 0.9859
1507 1.0087 0.9789 0.9874
1508 1.0089 0.9811 0.9898
1509 1.0093 0.9832 0.9923
1510 1.0098 0.9811 0.9907
1511 1.0084 0.9832 0.9915
1512 1.0076 0.9832 0.9907
1513 1.0074 0.9811 0.9884
1514 1.0081 0.9811 0.9890
1515 1.0069 0.9832 0.9900
1516 1.0104 0.9789 0.9891
1517 1.0110 0.9767 0.9874
1518 1.0095 0.9789 0.9882
1519 1.0102 0.9767 0.9867
1520 1.0133 0.9674 0.9803
1521 1.0141 0.9674 0.9810
1522 1.0124 0.9698 0.9818
1523 1.0133 0.9699 0.9828
1524 1.0116 0.9722 0.9835
1525 1.0108 0.9745 0.9850
1526 1.0125 0.9722 0.9844
1527 1.0117 0.9745 0.9859
1528 1.0108 0.9698 0.9803
1529 1.0116 0.9698 0.9810
1530 1.0117 0.9674 0.9787
1531 1.0125 0.9674 0.9795
1532 1.0093 0.9745 0.9836
1533 1.0100 0.9722 0.9819
1534 1.0100 0.9745 0.9842
1535 1.0108 0.9722 0.9827
1536 1.0070 0.9858 0.9927
1537 1.0063 0.9858 0.9920
1538 1.0066 0.9878 0.9943
1539 1.0059 0.9878 0.9936
1540 1.0074 0.9878 0.9951
1541 1.0083 0.9878 0.9960
1542 1.0087 0.9858 0.9944
1543 1.0078 0.9858 0.9935
1544 1.0055 0.9898 0.9952
1545 1.0052 0.9917 0.9969
1546 1.0060 0.9917 0.9977
1547 1.0063 0.9898 0.9960
1548 1.0068 0.9917 0.9984
1549 1.0077 0.9917 0.9993
1550 1.0079 0.9898 0.9976
1551 1.0071 0.9898 0.9968
1552 1.0064 0.9954 1.0018
1553 1.0066 0.9936 1.0002
1554 1.0074 0.9936 1.0010
1555 1.0072 0.9954 1.0026
1556 1.0050 0.9936 0.9986
1557 1.0056 0.9954 1.0010
1558 1.0048 0.9954 1.0002
1559 1.0058 0.9936 0.9994
1560 1.0062 0.9989 1.0051
1561 1.0071 0.9989 1.0060
1562 1.0071 0.9972 1.0043
1563 1.0063 0.9972 1.0035
1564 1.0047 0.9989 1.0036
1565 1.0047 0.9972 1.0019
1566 1.0054 0.9989 1.0043
1567 1.0055 0.9972 1.0027
1568 1.0048 0.9898 0.9946
1569 1.0046 0.9917 0.9963
1570 1.0039 0.9917 0.9956
1571 1.0042 0.9898 0.9940
1572 1.0040 0.9878 0.9918
1573 1.0038 0.9858 0.9895
1574 1.0034 0.9878 0.9912
1575 1.0044 0.9858 0.9901
1576 1.0049 0.9858 0.9906
1577 1.0052 0.9878 0.9929
1578 1.0045 0.9878 0.9922
1579 1.0056 0.9858 0.9913
1580 1.0031 0.9898 0.9929
1581 1.0028 0.9917 0.9945
1582 1.0036 0.9898 0.9934
1583 1.0033 0.9917 0.9950
1584 1.0027 0.9989 1.0016
1585 1.0022 0.9989 1.0011
1586 1.0028 0.9972 1.0000
1587 1.0023 0.9972 0.9995
1588 1.0029 0.9954 0.9983
1589 1.0031 0.9936 0.9967
1590 1.0024 0.9954 0.9978
1591 1.0026 0.9936 0.9962
1592 1.0040 0.9972 1.0012
1593 1.0034 0.9972 1.0006
1594 1.0040 0.9989 1.0029
1595 1.0033 0.9989 1.0022
1596 1.0043 0.9936 0.9979
1597 1.0041 0.9954 0.9995
1598 1.0037 0.9936 0.9973
1599 1.0035 0.9954 0.9989
1600 1.0049 1.0115 1.0165
1601 1.0056 1.0115 1.0172
1602 1.0045 1.0101 1.0146
1603 1.0052 1.0101 1.0154
1604 1.0040 1.0101 1.0141
1605 1.0034 1.0101 1.0135
1606 1.0038 1.0115 1.0153
1607 1.0044 1.0115 1.0160
1608 1.0048 1.0087 1.0135
1609 1.0046 1.0073 1.0119
1610 1.0039 1.0073 1.0112
1611 1.0042 1.0087 1.0129
1612 1.0033 1.0073 1.0106
1613 1.0028 1.0073 1.0101
1614 1.0031 1.0087 1.0118
1615 1.0036 1.0087 1.0123
1616 1.0029 1.0043 1.0072
1617 1.0031 1.0058 1.0089
1618 1.0026 1.0058 1.0084
1619 1.0024 1.0043 1.0067
1620 1.0043 1.0058 1.0101
1621 1.0035 1.0043 1.0078
1622 1.0041 1.0043 1.0084
1623 1.0037 1.0058 1.0095
1624 1.0027 1.0011 1.0038
1625 1.0022 1.0011 1.0033
1626 1.0023 1.0027 1.0050
1627 1.0028 1.0027 1.0055
1628 1.0040 1.0011 1.0051
1629 1.0040 1.0027 1.0067
1630 1.0033 1.0011 1.0044
1631 1.0034 1.0027 1.0061
1632 1.0055 1.0087 1.0142
1633 1.0052 1.0073 1.0125
1634 1.0060 1.0073 1.0133
1635 1.0063 1.0087 1.0151
1636 1.0074 1.0101 1.0176
1637 1.0087 1.0114 1.0202
1638 1.0083 1.0101 1.0185
1639 1.0078 1.0115 1.0194
1640 1.0070 1.0115 1.0186
1641 1.0059 1.0101 1.0161
1642 1.0066 1.0101 1.0168
1643 1.0063 1.0115 1.0179
1644 1.0079 1.0087 1.0167
1645 1.0077 1.0073 1.0151
1646 1.0071 1.0087 1.0159
1647 1.0068 1.0073 1.0141
1648 1.0062 1.0011 1.0073
1649 1.0071 1.0011 1.0082
1650 1.0063 1.0027 1.0090
1651 1.0071 1.0027 1.0098
1652 1.0064 1.0043 1.0107
1653 1.0066 1.0058 1.0124
1654 1.0072 1.0043 1.0115
1655 1.0074 1.0058 1.0132
1656 1.0047 1.0027 1.0074
1657 1.0055 1.0027 1.0082
1658 1.0047 1.0011 1.0058
1659 1.0054 1.0011 1.0065
1660 1.0050 1.0058 1.0108
1661 1.0048 1.0043 1.0091
1662 1.0058 1.0058 1.0116
1663 1.0056 1.0043 1.0099
1664 1.0076 1.0131 1.0208
1665 1.0069 1.0131 1.0201
1666 1.0081 1.0143 1.0225
1667 1.0074 1.0143 1.0218
1668 1.0089 1.0143 1.0233
1669 1.0098 1.0143 1.0242
1670 1.0093 1.0131 1.0225
1671 1.0084 1.0131 1.0216
1672 1.0079 1.0155 1.0235
1673 1.0086 1.0167 1.0254
1674 1.0094 1.0167 1.0263
1675 1.0087 1.0155 1.0243
1676 1.0102 1.0167 1.0271
1677 1.0110 1.0166 1.0278
1678 1.0104 1.0155 1.0261
1679 1.0095 1.0155 1.0251
1680 1.0116 1.0188 1.0306
1681 1.0108 1.0177 1.0287
1682 1.0117 1.0177 1.0296
1683 1.0125 1.0188 1.0315
1684 1.0093 1.0177 1.0272
1685 1.0108 1.0188 1.0298
1686 1.0100 1.0188 1.0290
1687 1.0100 1.0177 1.0279
1688 1.0133 1.0207 1.0343
1689 1.0141 1.0207 1.0351
1690 1.0133 1.0198 1.0334
1691 1.0124 1.0198 1.0324
1692 1.0117 1.0207 1.0326
1693 1.0108 1.0198 1.0308
1694 1.0125 1.0207 1.0335
1695 1.0116 1.0198 1.0316
1696 1.0073 1.0155 1.0229
1697 1.0079 1.0167 1.0247
1698 1.0073 1.0167 1.0241
1699 1.0066 1.0155 1.0222
1700 1.0055 1.0143 1.0199
1701 1.0044 1.0131 1.0176
1702 1.0050 1.0143 1.0194
1703 1.0050 1.0131 1.0182
1704 1.0055 1.0131 1.0187
1705 1.0067 1.0143 1.0211
1706 1.0060 1.0143 1.0204
1707 1.0062 1.0131 1.0194
1708 1.0055 1.0155 1.0211
1709 1.0062 1.0167 1.0230
1710 1.0060 1.0155 1.0216
1711 1.0067 1.0167 1.0235
1712 1.0098 1.0207 1.0307
1713 1.0093 1.0207 1.0302
1714 1.0089 1.0198 1.0289
1715 1.0084 1.0198 1.0284
1716 1.0081 1.0188 1.0271
1717 1.0074 1.0178 1.0253
1718 1.0076 1.0188 1.0265
1719 1.0069 1.0178 1.0248
1720 1.0102 1.0198 1.0302
1721 1.0095 1.0198 1.0295
1722 1.0110 1.0207 1.0319
1723 1.0104 1.0207 1.0313
1724 1.0086 1.0177 1.0265
1725 1.0094 1.0188 1.0284
1726 1.0079 1.0177 1.0257
1727 1.0087 1.0188 1.0277
1728 1.0196 1.0268 1.0469
1729 1.0203 1.0268 1.0476
1730 1.0183 1.0263 1.0451
1731 1.0190 1.0263 1.0458
1732 1.0177 1.0263 1.0445
1733 1.0172 1.0263 1.0440
1734 1.0185 1.0268 1.0458
1735 1.0190 1.0268 1.0463
1736 1.0177 1.0257 1.0439
1737 1.0165 1.0250 1.0419
1738 1.0158 1.0250 1.0412
1739 1.0170 1.0257 1.0431
1740 1.0152 1.0250 1.0406
1741 1.0147 1.0250 1.0401
1742 1.0159 1.0257 1.0420
1743 1.0165 1.0257 1.0426
1744 1.0130 1.0235 1.0368
1745 1.0141 1.0243 1.0387
1746 1.0136 1.0243 1.0382
1747 1.0125 1.0235 1.0363
1748 1.0153 1.0243 1.0400
1749 1.0136 1.0235 1.0374
1750 1.0142 1.0235 1.0380
1751 1.0147 1.0243 1.0394
1752 1.0110 1.0219 1.0331
1753 1.0104 1.0219 1.0325
1754 1.0114 1.0227 1.0344
1755 1.0120 1.0227 1.0350
1756 1.0122 1.0219 1.0344
1757 1.0132 1.0227 1.0362
1758 1.0115 1.0219 1.0337
1759 1.0125 1.0227 1.0355
1760 1.0184 1.0257 1.0446
1761 1.0172 1.0250 1.0426
1762 1.0179 1.0250 1.0433
1763 1.0191 1.0256 1.0452
1764 1.0212 1.0263 1.0481
1765 1.0234 1.0268 1.0508
1766 1.0221 1.0263 1.0490
1767 1.0225 1.0268 1.0499
1768 1.0217 1.0268 1.0491
